ad	density	cc	spath	eigencentr	betwcentr
drug_414	-339	-211	-375	-320.5	-354.5	446.5
drug_415	384.5	336.5	444.5	-295.5	-475.5	-640.5
drug_416	-339	231	-593	-325	481	-563
drug_417	-339	231	-593	-325	329	-563
drug_418	-339	211.5	388	-279	-359	-518
drug_419	493	431	-419	387	-454	537
drug_42	-853.5	-845.5	-624.5	811.5	-611	-474.5
drug_420	368	253	324.5	-314	-413.5	515.5
drug_421	384.5	336.5	444.5	-295.5	-475.5	-640.5
drug_422	544.5	328.5	-409	385	569.5	-640.5
drug_423	368	253	324.5	-314	-413.5	515.5
drug_424	-507	-420	489.5	-576.5	-471.5	-673.5
drug_425	525	576	-519.5	505	753	-590.5
drug_426	593.5	326.5	-215.5	616	517.5	573
drug_427	-454	-291	-593	-318.5	344	-406.5
drug_428	-454	-291	-593	-318.5	-194	-406.5
drug_429	-454	384	-653.5	-547	474	-526
drug_43	-853.5	-845.5	-624.5	590.5	-645.5	678.5
drug_430	525	576	-519.5	505	-453.5	-590.5
drug_431	-219	-242	440.5	-305	-468.5	-346
drug_432	-339	231	-593	-325	198.5	-563
drug_433	463	223	-593	-325	493.5	613
drug_434	572	554	-519.5	606	601.5	591
drug_435	-476.5	-439.5	-653.5	-531	589	563
drug_436	-219	-242	440.5	-305	-159.5	-346
drug_437	445	-499.5	-519.5	535	663	471
drug_438	-393.5	526	585	-381.5	-408.5	-452.5
drug_439	445	-499.5	-519.5	535	-501.5	471
drug_44	838.5	842.5	846	811.5	600.5	-563
drug_440	-393.5	526	585	-381.5	-436.5	-452.5
drug_441	445	-499.5	-519.5	535	503	471
drug_442	-285.5	404.5	480.5	-494	312.5	326.5
drug_443	445	-499.5	-519.5	535	-561	471
drug_444	-206.5	337	398	-569.5	-322.5	-640.5
drug_445	-206.5	337	398	-569.5	-261.5	-640.5
drug_446	258	-312.5	-332.5	722	349.5	-640.5
drug_447	-393.5	526	585	-381.5	-436.5	-452.5
drug_448	445	-499.5	-519.5	535	503	471
drug_449	-393.5	526	585	-381.5	-501.5	-452.5
drug_45	-909	-826	789.5	732.5	-621	-495.5
