V1	V2
Cxcl3	Nucb2
Rpl37a	Nucb2
Rps29	Nucb2
Rps18	Nucb2
Rpl41	Nucb2
Rpl13	Nucb2
Rps8	Nucb2
Prdx6	Nucb2
Rpl11	Nucb2
Ccr1	Nucb2
Slc16a3	Nucb2
Manf	Nucb2
Mt2	Nucb2
Ero1l	Nucb2
Inhba	Nucb2
Bnip3	Nucb2
Fam162a	Nucb2
Higd1a	Nucb2
Fndc3a	Nucb2
Dnajb9	Nucb2
Dok2	Nucb2
Eif4ebp1	Nucb2
P4hb	Nucb2
Maml2	Nucb2
Grina	Nucb2
Ndrg1	Nucb2
Tes	Nucb2
Tuba1a	Nucb2
Gpat3	Nucb2
Creld2	Nucb2
Resf1	Nucb2
Selenbp1	Nucb2
Pdia4	Nucb2
Tmem248	Nucb2
Gbe1	Nucb2
Lyz2	Gm15283
Cst3	Gm15283
Tmsb4x	Gm15283
Cxcl3	Gm15283
Rpl32	Gm15283
Rpl13	Gm15283
Rplp1	Gm15283
Rpl3	Gm15283
Prdx6	Gm15283
Rpl14	Gm15283
Rpl11	Gm15283
Slc16a3	Gm15283
Manf	Gm15283
Smox	Gm15283
Ero1l	Gm15283
Bnip3	Gm15283
Fam162a	Gm15283
Fndc3a	Gm15283
Dnajb9	Gm15283
Gpr141	Gm15283
Eif4ebp1	Gm15283
P4hb	Gm15283
Sgms2	Gm15283
Grina	Gm15283
Ndrg1	Gm15283
Tes	Gm15283
Pfkp	Gm15283
Egln3	Gm15283
Gpat3	Gm15283
Serpine1	Gm15283
Creld2	Gm15283
F5	Gm15283
Il13ra1	Gm15283
Bnip3l	Gm15283
Ssr3	Gm15283
Selenbp1	Gm15283
Slbp	Gm15283
Mthfd1l	Gm15283
Impa2	Gm15283
Gbe1	Gm15283
Fbxo28	Gm15283
Atp9b	Gm15283
Lyz2	Zfp292
Cst3	Zfp292
Tmsb4x	Zfp292
Slc16a3	Zfp292
Mt2	Zfp292
Ero1l	Zfp292
Bnip3	Zfp292
Fam162a	Zfp292
Gpr141	Zfp292
Eif4ebp1	Zfp292
Sgms2	Zfp292
Grina	Zfp292
Ndrg1	Zfp292
Herpud1	Zfp292
Bnip3l	Zfp292
Map2k1	Zfp292
Selenbp1	Zfp292
Gadd45a	Zfp292
Mthfd1l	Zfp292
Me2	Zfp292
Lyz2	Tdrd7
Ctss	Tdrd7
Cst3	Tdrd7
Cxcl3	Tdrd7
Rpl37a	Tdrd7
Rps27a	Tdrd7
Slpi	Tdrd7
Rps4x	Tdrd7
Rps19	Tdrd7
Rpl13	Tdrd7
Rpl3	Tdrd7
Rpl11	Tdrd7
Smox	Tdrd7
Inhba	Tdrd7
Atf4	Tdrd7
Serpinb2	Tdrd7
Slbp	Tdrd7
Slc23a2	Tdrd7
Slfn4	Tdrd7
Tmsb4x	Sec61a1
Rgcc	Sec61a1
F10	Sec61a1
Manf	Sec61a1
Smox	Sec61a1
Ero1l	Sec61a1
Bnip3	Sec61a1
Dnajb9	Sec61a1
Slc2a1	Sec61a1
P4hb	Sec61a1
Tes	Sec61a1
Pfkp	Sec61a1
Egln3	Sec61a1
Herpud1	Sec61a1
Gpat3	Sec61a1
Creld2	Sec61a1
Il13ra1	Sec61a1
Bnip3l	Sec61a1
Selenbp1	Sec61a1
Pdia4	Sec61a1
Me2	Sec61a1
Gbe1	Sec61a1
Lyz2	Hk1
Ctss	Hk1
Cst3	Hk1
Tmsb4x	Hk1
Cxcl3	Hk1
Rpl37a	Hk1
Tyrobp	Hk1
Rpl32	Hk1
Slpi	Hk1
Rps18	Hk1
Rps4x	Hk1
Rps19	Hk1
Rpl13	Hk1
Rps8	Hk1
Rplp1	Hk1
Rpl3	Hk1
Prdx6	Hk1
Rpl14	Hk1
Rgcc	Hk1
Rps23	Hk1
F10	Hk1
Ccr1	Hk1
Slc16a3	Hk1
Manf	Hk1
Mt2	Hk1
Emilin2	Hk1
Smox	Hk1
Ero1l	Hk1
Nedd9	Hk1
Inhba	Hk1
Bnip3	Hk1
Fam162a	Hk1
Higd1a	Hk1
Pilra	Hk1
Fndc3a	Hk1
Dnajb9	Hk1
Slc2a1	Hk1
Eif4ebp1	Hk1
P4hb	Hk1
Sgms2	Hk1
Maml2	Hk1
Trem1	Hk1
Grina	Hk1
Ndrg1	Hk1
Tes	Hk1
Pfkp	Hk1
Egln3	Hk1
Atf4	Hk1
Herpud1	Hk1
Gpat3	Hk1
Serpinb2	Hk1
Creld2	Hk1
Pcgf5	Hk1
Bnip3l	Hk1
P4ha1	Hk1
Ssr3	Hk1
Selenbp1	Hk1
Slbp	Hk1
Gadd45a	Hk1
Slc23a2	Hk1
Mthfd1l	Hk1
Pdia4	Hk1
Tmem248	Hk1
Me2	Hk1
Tlr4	Hk1
Impa2	Hk1
Gbe1	Hk1
Fbxo28	Hk1
Nucb2	Hk1
Gm15283	Hk1
Lyz2	Klf7
Tmsb4x	Klf7
Cxcl3	Klf7
Rps27a	Klf7
Rpl32	Klf7
Rps18	Klf7
Rpl41	Klf7
Rpl13	Klf7
Rps8	Klf7
Rplp1	Klf7
Rps23	Klf7
Rpl11	Klf7
Ccr1	Klf7
Slc16a3	Klf7
Nedd9	Klf7
Bnip3	Klf7
Fam162a	Klf7
Gpr141	Klf7
P4hb	Klf7
Grina	Klf7
Ndrg1	Klf7
Egln3	Klf7
Gpat3	Klf7
Serpinb2	Klf7
Creld2	Klf7
Bnip3l	Klf7
P4ha1	Klf7
Impa2	Klf7
Fbxo28	Klf7
Gm15283	Klf7
Tmsb4x	Ccnd2
Cxcl3	Ccnd2
Rpl37a	Ccnd2
Rps27a	Ccnd2
Rpl32	Ccnd2
Slpi	Ccnd2
Rps18	Ccnd2
Rps4x	Ccnd2
Rpl41	Ccnd2
Rps19	Ccnd2
Rpl13	Ccnd2
Rps8	Ccnd2
Rplp1	Ccnd2
Rpl3	Ccnd2
Rpl14	Ccnd2
Rpl11	Ccnd2
Slc16a3	Ccnd2
Emilin2	Ccnd2
Ero1l	Ccnd2
Inhba	Ccnd2
Bnip3	Ccnd2
Fndc3a	Ccnd2
Dnajb9	Ccnd2
Gpr141	Ccnd2
Dok2	Ccnd2
Slc2a1	Ccnd2
P4hb	Ccnd2
Sgms2	Ccnd2
Grina	Ccnd2
Ndrg1	Ccnd2
Egln3	Ccnd2
Nop58	Ccnd2
Lyz2	Piwil2
Ctss	Piwil2
Tmsb4x	Piwil2
Cxcl3	Piwil2
Rpl41	Piwil2
Rps19	Piwil2
Rpl13	Piwil2
Rgcc	Piwil2
Rpl11	Piwil2
Ero1l	Piwil2
P4hb	Piwil2
Ndrg1	Piwil2
Tes	Piwil2
Herpud1	Piwil2
Creld2	Piwil2
Gm11290	Piwil2
Gadd45a	Piwil2
Pdia4	Piwil2
Lyz2	Upp1
Ctss	Upp1
Tmsb4x	Upp1
Cxcl3	Upp1
Rpl37a	Upp1
Rps27a	Upp1
Rpl32	Upp1
Slpi	Upp1
Rps18	Upp1
Rps4x	Upp1
Rps19	Upp1
Rpl13	Upp1
Rps8	Upp1
Rplp1	Upp1
Rpl3	Upp1
Fcer1g	Upp1
Rpl14	Upp1
Rgcc	Upp1
Rpl11	Upp1
Slc16a3	Upp1
Mt2	Upp1
Smox	Upp1
Ero1l	Upp1
Nedd9	Upp1
Inhba	Upp1
Bnip3	Upp1
Fam162a	Upp1
Fndc3a	Upp1
P4hb	Upp1
Ndrg1	Upp1
Bst1	Upp1
Egln3	Upp1
Serpinb2	Upp1
F5	Upp1
Il13ra1	Upp1
Bnip3l	Upp1
Selenbp1	Upp1
Rbpms	Upp1
Slfn4	Upp1
Impa2	Upp1
Atp9b	Upp1
Gm15283	Upp1
Klf7	Upp1
Tmsb4x	A530064D06Rik
Cxcl3	A530064D06Rik
Rpl32	A530064D06Rik
Slpi	A530064D06Rik
Prdx6	A530064D06Rik
Rps23	A530064D06Rik
Ccr1	A530064D06Rik
Inhba	A530064D06Rik
Sgms2	A530064D06Rik
Grina	A530064D06Rik
Ndrg1	A530064D06Rik
Bst1	A530064D06Rik
Zfp292	A530064D06Rik
Ctss	Spidr
Tmsb4x	Spidr
Slpi	Spidr
Prdx6	Spidr
Rpl14	Spidr
Ccr1	Spidr
Mt2	Spidr
Ero1l	Spidr
Inhba	Spidr
Bnip3	Spidr
Fam162a	Spidr
Maml2	Spidr
Ndrg1	Spidr
A530064D06Rik	Spidr
Lyz2	Gm47507
Ctss	Gm47507
Cst3	Gm47507
Tmsb4x	Gm47507
Cxcl3	Gm47507
Rpl37a	Gm47507
Rps27a	Gm47507
Tyrobp	Gm47507
Rps29	Gm47507
Rpl32	Gm47507
Slpi	Gm47507
Rps18	Gm47507
Rps4x	Gm47507
Rpl41	Gm47507
Rps19	Gm47507
Rpl13	Gm47507
Rps8	Gm47507
Rplp1	Gm47507
Rpl3	Gm47507
Fcer1g	Gm47507
Prdx6	Gm47507
Rpl14	Gm47507
Rgcc	Gm47507
Rps23	Gm47507
Rpl11	Gm47507
Slc16a3	Gm47507
Mt2	Gm47507
Emilin2	Gm47507
Smox	Gm47507
Ero1l	Gm47507
Inhba	Gm47507
Bnip3	Gm47507
Fam162a	Gm47507
Fndc3a	Gm47507
Eif4ebp1	Gm47507
P4hb	Gm47507
Sgms2	Gm47507
Maml2	Gm47507
Trem1	Gm47507
Grina	Gm47507
Ndrg1	Gm47507
Tes	Gm47507
Bst1	Gm47507
Serpinb2	Gm47507
Il13ra1	Gm47507
Resf1	Gm47507
Bnip3l	Gm47507
Selenbp1	Gm47507
Slbp	Gm47507
Slc23a2	Gm47507
Tlr4	Gm47507
Esyt2	Gm47507
Impa2	Gm47507
Tdrd7	Gm47507
Tmsb4x	Rfx3
Prdx6	Rfx3
F10	Rfx3
Ccr1	Rfx3
Slc16a3	Rfx3
Manf	Rfx3
Emilin2	Rfx3
Smox	Rfx3
Ero1l	Rfx3
Bnip3	Rfx3
Fam162a	Rfx3
Pilra	Rfx3
Fndc3a	Rfx3
Dnajb9	Rfx3
Gpr141	Rfx3
Dok2	Rfx3
Eif4ebp1	Rfx3
P4hb	Rfx3
Sgms2	Rfx3
Maml2	Rfx3
Grina	Rfx3
Ndrg1	Rfx3
Egln3	Rfx3
Atf4	Rfx3
Gpat3	Rfx3
Creld2	Rfx3
Map2k1	Rfx3
Ssr3	Rfx3
Selenbp1	Rfx3
Uso1	Rfx3
Me2	Rfx3
Tlr4	Rfx3
Esyt2	Rfx3
Fbxo28	Rfx3
Gm15283	Rfx3
Rps27a	Lyar
Rpl32	Lyar
Slpi	Lyar
Rps18	Lyar
Rps4x	Lyar
Rps19	Lyar
Rpl13	Lyar
Rps8	Lyar
Rplp1	Lyar
Rpl3	Lyar
Rpl14	Lyar
Rps23	Lyar
Rpl11	Lyar
Slc16a3	Lyar
Manf	Lyar
Smox	Lyar
Ero1l	Lyar
Nedd9	Lyar
Dok2	Lyar
Grina	Lyar
Ndrg1	Lyar
Tes	Lyar
Pfkp	Lyar
Egln3	Lyar
Nop58	Lyar
Cst3	Slc35b1
Tmsb4x	Slc35b1
Tyrobp	Slc35b1
Manf	Slc35b1
Ero1l	Slc35b1
Fam162a	Slc35b1
Dnajb9	Slc35b1
P4hb	Slc35b1
Herpud1	Slc35b1
Creld2	Slc35b1
P4ha1	Slc35b1
Ssr3	Slc35b1
Uso1	Slc35b1
Sec61a1	Slc35b1
Piwil2	Slc35b1
Tmsb4x	Sc5d
Rpl37a	Sc5d
Tyrobp	Sc5d
Rps8	Sc5d
Rplp1	Sc5d
Rpl3	Sc5d
Fcer1g	Sc5d
Rpl11	Sc5d
Ero1l	Sc5d
Inhba	Sc5d
P4hb	Sc5d
Gpat3	Sc5d
Bnip3l	Sc5d
P4ha1	Sc5d
Rbpms	Sc5d
Gbe1	Sc5d
Cxcl3	Fam102b
Slpi	Fam102b
Rpl41	Fam102b
Rps19	Fam102b
Rps8	Fam102b
Fcer1g	Fam102b
Prdx6	Fam102b
Rgcc	Fam102b
F10	Fam102b
Rpl11	Fam102b
Ccr1	Fam102b
Slc16a3	Fam102b
Emilin2	Fam102b
Ero1l	Fam102b
Inhba	Fam102b
Bnip3	Fam102b
Fndc3a	Fam102b
Dnajb9	Fam102b
Eif4ebp1	Fam102b
P4hb	Fam102b
Grina	Fam102b
Ndrg1	Fam102b
Tes	Fam102b
Pfkp	Fam102b
Egln3	Fam102b
Herpud1	Fam102b
Serpinb2	Fam102b
F5	Fam102b
Bnip3l	Fam102b
Map2k1	Fam102b
Tmem248	Fam102b
Impa2	Fam102b
Klf7	Fam102b
Piwil2	Fam102b
Upp1	Fam102b
A530064D06Rik	Fam102b
Tmsb4x	2610037D02Rik
Rps18	2610037D02Rik
Rps19	2610037D02Rik
Prdx6	2610037D02Rik
Rps23	2610037D02Rik
Manf	2610037D02Rik
Mt2	2610037D02Rik
Ero1l	2610037D02Rik
Bnip3	2610037D02Rik
Fndc3a	2610037D02Rik
Dnajb9	2610037D02Rik
Slc2a1	2610037D02Rik
Sgms2	2610037D02Rik
Bnip3l	2610037D02Rik
Mthfd1l	2610037D02Rik
Pdia4	2610037D02Rik
Slfn4	2610037D02Rik
Atp9b	2610037D02Rik
Lyz2	Rnf11
Ctss	Rnf11
Cst3	Rnf11
Tmsb4x	Rnf11
Manf	Rnf11
Ero1l	Rnf11
Inhba	Rnf11
Bnip3	Rnf11
Higd1a	Rnf11
Fndc3a	Rnf11
Slc2a1	Rnf11
P4hb	Rnf11
Maml2	Rnf11
Ndrg1	Rnf11
Pfkp	Rnf11
Egln3	Rnf11
Herpud1	Rnf11
Serpinb2	Rnf11
Creld2	Rnf11
Map2k1	Rnf11
Pdia4	Rnf11
Slfn4	Rnf11
Esyt2	Rnf11
Gbe1	Rnf11
Tdrd7	Rnf11
Hk1	Rnf11
Lyz2	Pgm1
Cst3	Pgm1
Tmsb4x	Pgm1
Cxcl3	Pgm1
Rpl37a	Pgm1
Rps27a	Pgm1
Tyrobp	Pgm1
Rps29	Pgm1
Rpl32	Pgm1
Rps18	Pgm1
Rpl41	Pgm1
Rps19	Pgm1
Rpl13	Pgm1
Rps8	Pgm1
Rplp1	Pgm1
Rpl3	Pgm1
Prdx6	Pgm1
Rpl14	Pgm1
Rgcc	Pgm1
Rps23	Pgm1
F10	Pgm1
Ccr1	Pgm1
Slc16a3	Pgm1
Manf	Pgm1
Mt2	Pgm1
Emilin2	Pgm1
Smox	Pgm1
Ero1l	Pgm1
Inhba	Pgm1
Bnip3	Pgm1
Fam162a	Pgm1
Higd1a	Pgm1
Fndc3a	Pgm1
Dnajb9	Pgm1
Gpr141	Pgm1
Slc2a1	Pgm1
Eif4ebp1	Pgm1
P4hb	Pgm1
Sgms2	Pgm1
Trem1	Pgm1
Grina	Pgm1
Ndrg1	Pgm1
Tes	Pgm1
Pfkp	Pgm1
Egln3	Pgm1
Atf4	Pgm1
Herpud1	Pgm1
Creld2	Pgm1
F5	Pgm1
Il13ra1	Pgm1
Bnip3l	Pgm1
Fbxl5	Pgm1
Map2k1	Pgm1
P4ha1	Pgm1
Ssr3	Pgm1
Selenbp1	Pgm1
Mthfd1l	Pgm1
Pdia4	Pgm1
Me2	Pgm1
Impa2	Pgm1
Gbe1	Pgm1
Nop58	Pgm1
Nucb2	Pgm1
Gm15283	Pgm1
Zfp292	Pgm1
Hk1	Pgm1
Fam102b	Pgm1
Rnf11	Pgm1
Ctss	Sec23b
Cst3	Sec23b
Tmsb4x	Sec23b
Rps8	Sec23b
Fcer1g	Sec23b
Rgcc	Sec23b
Slc16a3	Sec23b
Manf	Sec23b
Mt2	Sec23b
Emilin2	Sec23b
Smox	Sec23b
Ero1l	Sec23b
Bnip3	Sec23b
Fam162a	Sec23b
Higd1a	Sec23b
Fndc3a	Sec23b
Dnajb9	Sec23b
Gpr141	Sec23b
Slc2a1	Sec23b
Eif4ebp1	Sec23b
P4hb	Sec23b
Maml2	Sec23b
Ndrg1	Sec23b
Tes	Sec23b
Tuba1a	Sec23b
Egln3	Sec23b
Snx18	Sec23b
Herpud1	Sec23b
Gpat3	Sec23b
Creld2	Sec23b
Bnip3l	Sec23b
Map2k1	Sec23b
P4ha1	Sec23b
Ssr3	Sec23b
Selenbp1	Sec23b
Pdia4	Sec23b
Me2	Sec23b
Impa2	Sec23b
Fbxo28	Sec23b
Klf7	Sec23b
Sc5d	Sec23b
Rnf11	Sec23b
Pgm1	Sec23b
Ctss	Rsbn1
Tmsb4x	Rsbn1
Manf	Rsbn1
Mt2	Rsbn1
Smox	Rsbn1
Ero1l	Rsbn1
Bnip3	Rsbn1
Dnajb9	Rsbn1
Gpr141	Rsbn1
Eif4ebp1	Rsbn1
P4hb	Rsbn1
Grina	Rsbn1
Ndrg1	Rsbn1
Egln3	Rsbn1
Herpud1	Rsbn1
Gpat3	Rsbn1
Serpinb2	Rsbn1
Creld2	Rsbn1
Pcgf5	Rsbn1
Selenbp1	Rsbn1
Me2	Rsbn1
Nucb2	Rsbn1
Sec61a1	Rsbn1
Rfx3	Rsbn1
Pgm1	Rsbn1
Sec23b	Rsbn1
Manf	Ccdc47
Maml2	Ccdc47
Grina	Ccdc47
Uso1	Ccdc47
Slc35b1	Ccdc47
Rsbn1	Ccdc47
Cst3	Ddx21
Tmsb4x	Ddx21
Cxcl3	Ddx21
Rps27a	Ddx21
Rpl32	Ddx21
Rps18	Ddx21
Rps4x	Ddx21
Rpl41	Ddx21
Rps19	Ddx21
Rpl13	Ddx21
Rps8	Ddx21
Rplp1	Ddx21
Rpl3	Ddx21
Rpl14	Ddx21
Rpl11	Ddx21
Mt2	Ddx21
Smox	Ddx21
Ero1l	Ddx21
Bnip3	Ddx21
Pilra	Ddx21
Fndc3a	Ddx21
Dok2	Ddx21
P4hb	Ddx21
Sgms2	Ddx21
Maml2	Ddx21
Ndrg1	Ddx21
Gpat3	Ddx21
Creld2	Ddx21
Bnip3l	Ddx21
Selenbp1	Ddx21
Nop58	Ddx21
Piwil2	Ddx21
Rfx3	Ddx21
Lyar	Ddx21
Lyz2	Lpar1
Ctss	Lpar1
Cst3	Lpar1
Tmsb4x	Lpar1
Cxcl3	Lpar1
Rpl37a	Lpar1
Tyrobp	Lpar1
Rpl32	Lpar1
Rps19	Lpar1
Rpl13	Lpar1
Rps8	Lpar1
Rplp1	Lpar1
Rpl3	Lpar1
Fcer1g	Lpar1
Rps23	Lpar1
Rpl11	Lpar1
Ccr1	Lpar1
Mt2	Lpar1
Emilin2	Lpar1
Smox	Lpar1
Ero1l	Lpar1
Inhba	Lpar1
Bnip3	Lpar1
Fam162a	Lpar1
Fndc3a	Lpar1
Dnajb9	Lpar1
Gpr141	Lpar1
Slc2a1	Lpar1
P4hb	Lpar1
Trem1	Lpar1
Grina	Lpar1
Ndrg1	Lpar1
Pfkp	Lpar1
Egln3	Lpar1
Serpine1	Lpar1
Serpinb2	Lpar1
Pcgf5	Lpar1
P4ha1	Lpar1
Selenbp1	Lpar1
Slc23a2	Lpar1
Slfn4	Lpar1
Tlr4	Lpar1
Impa2	Lpar1
Fbxo28	Lpar1
Nop58	Lpar1
Gm15283	Lpar1
Hk1	Lpar1
Klf7	Lpar1
Spidr	Lpar1
Pgm1	Lpar1
Ddx21	Lpar1
Rpl13	Lrrc4
Mt2	Lrrc4
Eif4ebp1	Lrrc4
Snx18	Lrrc4
Herpud1	Lrrc4
Creld2	Lrrc4
F5	Lrrc4
Bnip3l	Lrrc4
Pgm1	Lrrc4
