ad	density	cc	spath	eigencentr	betwcentr
drug_381	-378.5	393	488.5	-413.5	590.5	-447.5
drug_382	770.5	780.5	-611	760	-775.5	-356.5
drug_383	-513.5	-468.5	-611	-526.5	-708.5	358
drug_384	376	393	488.5	-469	590.5	-658
drug_385	-391.5	393	488.5	-396	-580	-407
drug_386	353.5	430.5	572.5	-469	458	-658
drug_387	338.5	345.5	483	-349.5	519.5	-506.5
drug_388	759	797	628	735.5	-630.5	-383
drug_389	-391.5	393	491.5	-396	588.5	544
drug_39	-634.5	-671.5	-606.5	-582	-347	706.5
drug_390	353.5	430.5	572.5	-334	604.5	-503
drug_391	400.5	502.5	604.5	-469	701	-658
drug_392	-451.5	393	491.5	321	-651	544
drug_393	776	812	639	767.5	402.5	-457
drug_394	754	756	508.5	728	-726	-344.5
drug_395	926.5	913.5	-534	902	-604	-383
drug_396	982	989	955	945	554	-457
drug_397	751	737	-534	727	-630.5	-383
drug_398	335.5	351.5	556	-469	527	-658
drug_399	-365	-385	-534	-375	-628	-383
drug_4	-710	512	-645.5	-527.5	719.5	-666.5
drug_40	-567	-634	-614	-658	-493.5	483.5
drug_400	335.5	351.5	-578	-594	-472	-542
drug_401	-783	-655	557.5	-499	-728	504
drug_402	770.5	780.5	515.5	759	-402.5	-755.5
drug_403	353.5	430.5	572.5	-328	607	-457
drug_404	766.5	772.5	404.5	763	-606.5	-407
drug_405	-540	-563	572.5	-576	-616	-770
drug_406	759	797	628	735.5	-580	-407
drug_407	725.5	715.5	640.5	722	735.5	-688.5
drug_408	824	821	494	796.5	-548	-397
drug_409	721	684	-480.5	724.5	676	583.5
drug_41	-558.5	-560.5	-611	-660	-468.5	706.5
drug_410	721	684	477	724.5	673.5	583.5
drug_411	826.5	826.5	684.5	792	-450.5	-542
drug_412	673.5	702.5	648.5	711.5	753.5	610
drug_413	813.5	809.5	-519	782	-463	-509
drug_414	721	684	-499.5	724.5	-596	583.5
drug_415	702	615	-509.5	707.5	-678.5	498.5
drug_416	826.5	826.5	684.5	792	-611.5	-546.5
drug_417	822.5	822.5	651.5	794	-543	-363
drug_418	669	694	655.5	706	745.5	594
drug_419	819	816	-485	789.5	-600.5	-394
drug_42	-407.5	-366.5	-339	-523	336	706.5
drug_420	770.5	780.5	-578	772	-454	-542
drug_421	828.5	823.5	618.5	795	-587.5	-363
drug_422	718	704	653.5	721	722.5	593
drug_423	824	821	-564	796.5	-673.5	-569
drug_424	819	816	-507	789.5	-589.5	-402
drug_425	826.5	826.5	684.5	792	-606.5	-407
drug_426	679.5	672.5	-558	716	721.5	-632
drug_427	721	684	-531	724.5	674.5	583.5
drug_428	695.5	657.5	649.5	700	-596	526
drug_429	816.5	818.5	646.5	787	-592	-511.5
drug_43	-640.5	-715.5	-606.5	-563	-441.5	480
drug_430	816.5	818.5	646.5	787	-741.5	-342
drug_431	816.5	818.5	646.5	787	-591.5	-361
drug_432	702	615	-540.5	707.5	573.5	498.5
drug_433	752.5	768.5	-629	737	-542	-417
drug_434	-391.5	471	-618.5	439	594.5	-511.5
drug_435	453.5	-385	-683.5	-641.5	-656	-546.5
drug_436	367	445	553	-544.5	635.5	-688.5
drug_437	-686.5	-711.5	-556	-486	-554	845.5
drug_438	-329	-346	491.5	-423	482	872.5
drug_439	-572.5	-519.5	504.5	-383	570.5	845.5
drug_44	-558.5	-560.5	-611	-660	-467	-584
drug_440	-537.5	-603.5	-541.5	-559	463.5	845.5
drug_441	-396	-429	504.5	286.5	523.5	845.5
drug_442	-363.5	-360.5	-371.5	-444.5	-419	803.5
drug_443	-620	-693	-680.5	-746.5	-876	845.5
drug_444	-596	-594	-678	-756	-845	-932
drug_445	-493.5	-548.5	-602.5	-702	-605.5	-900
drug_446	-588.5	-601.5	-539	-528	-524.5	845.5
drug_447	-597.5	-480.5	504.5	286.5	-519.5	845.5
