ad	density	cc	spath	eigencentr	betwcentr
drug_51	-441.5	521.5	-469.5	452.5	458.5	-785.5
drug_52	669.5	718.5	644.5	795.5	527	-820
drug_53	723.5	738.5	-788.5	672.5	560.5	-773
drug_54	-527	-595	-788.5	368	465	-808.5
drug_55	-673.5	-729.5	572	277	-592	-746
drug_56	617.5	-600	-763	683.5	822	-763
drug_57	522	-541.5	450.5	420.5	805	-798
drug_58	-482.5	-541.5	-414.5	-201.5	-362.5	-798
drug_59	415	445	482	437.5	621.5	-850
drug_6	496	498	-451	727.5	-319	-596
drug_60	-645	-705	803.5	539.5	-476.5	-773
drug_61	-532	-600	-763	371.5	-439	-763
drug_62	673.5	-705	-788.5	762.5	483.5	-773
drug_63	-532	-600	-763	364.5	509.5	-763
drug_64	-532	-600	-763	472	476.5	-763
drug_65	-619	-681	-779.5	461.5	694.5	-725
drug_66	-575.5	-633.5	740.5	584.5	568.5	-814
drug_67	696.5	700.5	-763	720.5	586.5	-802
drug_68	-441.5	-504.5	572	277	-400.5	-785.5
drug_69	-575.5	-633.5	-480	411.5	467.5	795.5
drug_7	-426.5	427	-507.5	608.5	-335.5	-780
drug_70	706	638	-763	608	555.5	-802
drug_71	559.5	663.5	-763	772.5	760	-763
drug_72	449	396	642.5	592.5	508	-812
drug_73	662	648	-763	637.5	760.5	-802
drug_74	669.5	718.5	467	606	772.5	-769
drug_75	643	-653.5	-426.5	591.5	779	-806
drug_76	-645	-705	-788.5	507	668	-773
drug_77	-532	-600	-763	-190.5	-441.5	-763
drug_78	706	-705	-788.5	608	532	-773
drug_79	628.5	680.5	734	406	657.5	-788.5
drug_8	502	487	-424	720.5	-310	-585
drug_80	681.5	667.5	-788.5	838.5	805.5	-808.5
drug_81	-532	-600	-763	306.5	-441.5	-763
drug_82	-786	-763	524	-805.5	-752.5	-663.5
drug_83	-893.5	-870.5	-897	-845	-890.5	-649
drug_84	-712	-709	-839.5	-655.5	-682.5	-516.5
drug_85	-893.5	-870.5	-897	-845	-891.5	700.5
drug_86	-832	-811	-847	-781	-786.5	-620
drug_87	-756	-738	-575.5	-738.5	-797.5	642
drug_88	-712	-709	-839.5	-655.5	-680.5	833.5
drug_89	-884	-859	-593.5	-866.5	-816.5	834.5
drug_9	402.5	385.5	293.5	-636	301	-935
drug_90	-624.5	-612.5	-572.5	-607.5	-691.5	545
drug_91	-624.5	620.5	-572.5	-607.5	-634.5	865.5
drug_92	-893.5	-870.5	-913.5	-802.5	-889.5	735.5
drug_93	-832	-811	-853.5	-726.5	-779.5	857.5
drug_94	-859	-835	-595.5	-814.5	-820.5	838.5
drug_95	-832	-811	-847	-781	-785.5	701.5
drug_96	-890	-865	588.5	-877	-877.5	-723
drug_97	-712	-709	-839.5	-655.5	-738.5	839.5
drug_98	-712	-709	-839.5	-655.5	-738.5	822.5
drug_99	-907.5	-884.5	-600.5	-873.5	-904.5	837.5
