ad	density	cc	spath	eigencentr	betwcentr
drug_160	-902	-1077	-1005.5	-976	-1028.5	-1073
drug_161	-459.5	-796.5	-900	-731.5	909	-931.5
drug_162	-902	-1077	-1005.5	-976	789.5	-1073
drug_163	645.5	-586	606	892	-656.5	-949.5
drug_164	645.5	-796.5	-688.5	-701	-760	677.5
drug_165	-555	675.5	606	-722	-814.5	-805
drug_166	732.5	-586	606	-780.5	-514.5	850.5
drug_167	-654.5	-495.5	606	-782.5	-672	677.5
drug_168	-888.5	-1072.5	-1019	-964.5	692.5	-1092.5
drug_169	-699	-673	606	-836	-1047.5	-698
drug_17	828	-1007	-981	-910	-961.5	-966.5
drug_170	406.5	675.5	606	695.5	909	-534.5
drug_171	-606	-916	-633.5	695.5	-1110	-618
drug_172	-743	-945	606	-518.5	-990	677.5
drug_173	645.5	-576	606	-749.5	585.5	-705
drug_174	-606	-916	-633.5	695.5	-1128	-618
drug_175	-782	-891	606	695.5	-959	-594
drug_176	-776.5	-692.5	606	-690.5	-977.5	677.5
drug_177	406.5	-755.5	-868	695.5	783	-836.5
drug_178	-413.5	675.5	606	-749.5	783	-795.5
drug_179	-679	-862	606	-827.5	-754.5	677.5
drug_18	1184	814	957	816	707.5	1251.5
drug_180	-413.5	675.5	606	-749.5	909	-795.5
drug_181	-699	675.5	606	695.5	909	-599
drug_182	406.5	-755.5	-868	695.5	-910.5	-836.5
drug_183	-575	-704	606	695.5	678.5	-767
drug_184	-782	-891	606	-644	-1208.5	-711
drug_185	-575	-704	606	695.5	-982	-767
drug_186	-575	-704	606	-822	909	-665
drug_187	-575	-704	606	695.5	783	-767
drug_188	-782	-891	606	-644	-833.5	-711
drug_189	-428	-685	-818.5	-714	-798.5	-693
drug_19	1184	814	-969	-1228	725	1251.5
drug_190	-782	-891	606	695.5	-959	-594
drug_191	-729.5	-719.5	606	-562	-860	677.5
drug_192	-699	675.5	606	695.5	-903	-599
drug_193	645.5	-576	606	-749.5	612.5	-705
drug_194	-729.5	-719.5	606	-562	-860	677.5
drug_195	-575	-704	606	695.5	-984.5	-767
drug_196	-428	-685	-818.5	-714	783	-693
drug_197	-743	-945	606	-518.5	-1169.5	677.5
drug_198	-575	-704	606	695.5	-808.5	-767
drug_199	-413.5	675.5	606	-749.5	955	-795.5
drug_2	828	-514	-659.5	484	-600	850.5
drug_20	-876.5	-1023.5	-956	-966.5	-869.5	889
drug_200	-886	-1049	-985	-915.5	-1075.5	-1029.5
drug_201	-844.5	-1019.5	-675	876.5	-1046.5	752.5
drug_202	-606	-916	-633.5	695.5	-948.5	-618
drug_203	-821.5	-1011.5	-821	876.5	-978.5	752.5
drug_204	-843	-1013	606	-648.5	-1195	831
drug_205	-788.5	-992.5	-834	-744.5	-636	831
drug_206	-575	-704	606	695.5	-1080	-489.5
drug_207	-743	-945	-613	695.5	-825	-753.5
drug_208	-606	-916	-633.5	695.5	-948.5	-618
drug_209	-763	-969	606	695.5	-1039.5	-652.5
drug_21	1184	814	-981	-1218.5	752.5	1251.5
drug_210	406.5	675.5	-714.5	695.5	783	458.5
drug_211	406.5	675.5	-714.5	695.5	678.5	458.5
drug_212	-606	-916	-633.5	695.5	909	-618
drug_213	-664	-649	606	-873.5	-919.5	-721.5
drug_214	406.5	675.5	-714.5	695.5	807	458.5
drug_215	-798.5	-956.5	606	-680	-1050	677.5
drug_216	645.5	-796.5	-688.5	-701	-751	677.5
drug_217	-606	-916	-633.5	695.5	949.5	-618
drug_218	-606	-916	-633.5	695.5	-1128	-618
drug_219	406.5	-755.5	-868	695.5	-677	-836.5
drug_22	-1084	1117	795	1130	-774.5	977.5
drug_220	-711	-880	-836	876.5	-840	752.5
drug_221	-820.5	-984.5	-610	876.5	-966.5	752.5
drug_222	645.5	-796.5	-688.5	-701	-751	677.5
drug_223	-575	-704	606	695.5	909	-489.5
drug_224	-606	-916	-633.5	695.5	-1128	-618
drug_225	-606	-916	-633.5	695.5	-948.5	-618
drug_226	-810	-980	606	-820.5	-872.5	-755.5
drug_227	-782	-891	-673	-778.5	-764.5	831
drug_228	-843	-1013	606	-648.5	-819	831
drug_229	645.5	-796.5	-688.5	-701	-751	677.5
drug_23	828	-514	-659.5	484	-782	850.5
drug_230	-575	-704	606	695.5	-898	-489.5
drug_231	-743	-945	606	-518.5	-794.5	677.5
drug_232	-679	-862	606	-827.5	-1086	677.5
drug_233	-729.5	-719.5	606	-562	-860	677.5
drug_234	-743	-945	606	-518.5	-838	677.5
drug_235	645.5	-576	606	-749.5	-591	-705
drug_236	828	-649	606	484	-866.5	850.5
drug_237	406.5	-755.5	-868	695.5	-879.5	-836.5
drug_238	776.5	877.5	-829.5	944	-532	791.5
drug_239	406.5	-755.5	-868	695.5	783	-836.5
drug_24	854	-975.5	-964	-925.5	-862.5	865.5
drug_240	776.5	877.5	-829.5	944	462.5	791.5
drug_241	-428	-685	-818.5	-714	-1032	-693
drug_242	406.5	-755.5	-868	695.5	909	-836.5
drug_243	406.5	-755.5	-868	695.5	-677	-836.5
drug_244	854	-1010.5	-972	-927.5	-1182	-992.5
drug_245	-679	-862	606	-827.5	-906.5	677.5
drug_246	-743	-945	606	695.5	-1019.5	-551
drug_247	776.5	877.5	606	944	-995.5	791.5
drug_248	-743	-945	606	-518.5	-990	677.5
drug_249	406.5	-755.5	-868	695.5	945	-836.5
drug_25	1001.5	719.5	957	-1089	892	1078.5
drug_250	-606	-916	-633.5	695.5	-930.5	-618
drug_251	-606	-916	-633.5	695.5	783	-618
drug_252	645.5	-796.5	-688.5	-701	-751	677.5
drug_253	-530	-835	-783	-726.5	-1025.5	-799.5
drug_254	-679	-862	606	-827.5	-911	677.5
drug_255	-852.5	-1031.5	-975	-974.5	-907.5	-1020.5
drug_256	406.5	-755.5	-868	695.5	-879.5	-836.5
drug_257	-743	-945	606	-518.5	-990	677.5
drug_258	-575	-704	606	-822	-1093.5	-665
drug_259	406.5	-755.5	-868	695.5	909	-836.5
drug_26	-1130	620.5	957	-1207	725	1232
drug_260	1132.5	1208.5	957	1276	778.5	1192.5
drug_261	1184	814	957	816	715.5	1251.5
drug_262	1001.5	719.5	957	-793.5	830	1078.5
drug_263	762.5	1006.5	957	1027.5	985	859.5
drug_264	1184	814	957	-860	736.5	1251.5
drug_265	1132.5	1208.5	957	1276	769	1192.5
drug_266	762.5	1006.5	957	1027.5	1060	859.5
drug_267	1132.5	1208.5	957	1276	813.5	1192.5
drug_268	1132.5	1208.5	957	1276	790	1192.5
drug_269	-1179	-727	-973	-1254	892	1078.5
drug_27	-1132	-665	957	-1196	715.5	1232
drug_270	1132.5	1208.5	957	1276	790	1192.5
drug_271	1132.5	1208.5	957	1276	824.5	1192.5
drug_272	1184	814	-981	-1218.5	707.5	1251.5
drug_273	-1033	719.5	957	-870.5	926.5	1078.5
drug_274	762.5	1006.5	957	1027.5	951.5	859.5
drug_275	-1046.5	669	904.5	-827	892.5	1127
drug_276	-909.5	1006.5	957	1027.5	1124	859.5
drug_277	-1033	719.5	957	732.5	865	1078.5
drug_278	1001.5	719.5	957	-1009.5	865	1078.5
drug_279	1132.5	1208.5	957	1276	814	1192.5
drug_28	-1137	-691	957	-1188.5	715.5	1232
drug_280	-909.5	1006.5	957	1027.5	1089.5	859.5
drug_281	955	669	904.5	-1099	892.5	1127
drug_282	1184	814	957	816	680.5	1251.5
drug_283	1132.5	1208.5	957	1276	769	1192.5
drug_284	-833.5	1006.5	957	-1117	1215.5	859.5
drug_285	1001.5	719.5	957	1224	803.5	1192.5
drug_286	-833.5	1006.5	957	-1035	1134.5	859.5
drug_287	762.5	1006.5	957	1027.5	1089.5	859.5
drug_288	1132.5	1208.5	957	1276	769	1192.5
drug_289	1132.5	1208.5	957	1276	813.5	1192.5
drug_29	1001.5	719.5	957	-1043.5	926.5	1078.5
drug_290	854	-983.5	-951	-977.5	-1005.5	-910.5
drug_291	888.5	-1049	-1001	-970.5	-725.5	-1069.5
drug_292	828	483	606	984	374	877
drug_293	907	-1029.5	-983	976	-431.5	-1052.5
drug_294	828	483	606	984	-674.5	877
drug_295	-918.5	-1090.5	-1038	-997.5	-985.5	-1096.5
drug_296	828	483	606	984	-515.5	-917
drug_297	907	-1033	-990	976	390.5	-1041.5
drug_298	854	-1001.5	-970.5	-948	-831.5	-1018
drug_299	828	483	606	984	-425.5	-964.5
drug_3	828	-495.5	606	484	-740.5	850.5
drug_30	1088.5	620.5	957	-1101.5	736.5	1232
drug_300	645.5	-685	-702.5	892	-539.5	-953
drug_301	828	483	606	984	-597	877
drug_302	-915.5	-1074.5	-1035	-992.5	-1160	-1102.5
drug_303	-919.5	-1087.5	-1036	-998.5	-963.5	-1100.5
drug_304	828	483	606	984	-696	-917
drug_305	828	483	606	984	-495	877
drug_306	907	-1024.5	-989	976	-667	-1068.5
drug_307	828	483	606	984	-440.5	877
drug_308	854	-1001.5	-970.5	-948	-1010	-1018
drug_309	828	-873.5	-966	-912.5	-1019	-996.5
drug_31	-801.5	1006.5	957	-1157	1215.5	859.5
drug_310	828	483	606	984	-571.5	877
drug_311	-914	-1089	-1039.5	-995	-874	-1099
drug_312	-914	-1089	-1039.5	-995	-1026	-1099
drug_313	-916.5	-1085.5	-1037	-993.5	-1013.5	-1101.5
drug_314	828	483	606	984	-441.5	877
drug_315	-917.5	-1092.5	-1042	-996.5	-1044.5	-1104.5
drug_316	854	-886.5	-944	-973.5	-1159	-960.5
drug_317	828	483	-668	984	-636	-923.5
drug_318	854	-975.5	-963	-958.5	-801.5	-907.5
drug_319	-920.5	-1093.5	-1041	-999.5	958	-1103.5
drug_32	-1137	-691	957	-1188.5	770	1232
drug_320	-852.5	1071	1021.5	-1069.5	1154.5	926
drug_321	823	1071	1021.5	966	1046	926
