ad	density	cc	spath	eigencentr	betwcentr
drug_272	886.5	953.5	1067	946	906.5	697.5
drug_273	886.5	953.5	1067	946	906.5	697.5
drug_274	899.5	919.5	1021	983	949.5	833
drug_275	899.5	919.5	1021	983	944	833
drug_276	-483.5	629	-743	634.5	-752	-476
drug_277	899.5	919.5	1021	983	944	833
drug_278	-483.5	629	-743	634.5	-568.5	-476
drug_279	899.5	919.5	1021	983	1055.5	833
drug_28	570.5	-693	663.5	607	-930	646
drug_280	-697.5	-752.5	-784	578	-738	-706
drug_281	609	757	774	683	654.5	435
drug_282	-483.5	629	-743	634.5	-752	-476
drug_283	886.5	953.5	1067	946	1073	697.5
drug_284	-483.5	629	-743	634.5	634	-476
drug_285	477	629	663.5	634.5	756	403.5
drug_286	932	999	1021	983	1169.5	-684
drug_287	886.5	953.5	1067	946	826	697.5
drug_288	570.5	-693	663.5	607	-749.5	646
drug_289	932	999	1021	983	1003	-684
drug_29	570.5	-693	663.5	607	-749.5	646
drug_290	-592.5	-633.5	-669	-716	546	-535
drug_291	787.5	815.5	857.5	808.5	909.5	739.5
drug_292	787.5	815.5	857.5	808.5	806	739.5
drug_293	787.5	815.5	857.5	808.5	917.5	739.5
drug_294	787.5	815.5	857.5	808.5	806	739.5
drug_295	787.5	815.5	857.5	808.5	720	739.5
drug_296	570.5	675.5	715.5	-621.5	-508	634.5
drug_297	776	840	875.5	843.5	954.5	725
drug_298	787.5	815.5	857.5	808.5	806	739.5
drug_299	787.5	815.5	857.5	808.5	627.5	739.5
drug_3	1023.5	1005.5	937.5	1072.5	1131	968.5
drug_30	-618	-663	544.5	-510.5	-576	800.5
drug_300	787.5	815.5	857.5	808.5	964.5	739.5
drug_301	806	847	880	822	821	899
drug_302	787.5	815.5	857.5	808.5	671.5	739.5
drug_303	787.5	815.5	857.5	808.5	617	739.5
drug_304	-592.5	-633.5	-669	-716	460	-535
drug_305	787.5	815.5	857.5	808.5	806	739.5
drug_306	776	840	875.5	843.5	716.5	725
drug_307	787.5	815.5	857.5	808.5	720	739.5
drug_308	787.5	815.5	857.5	808.5	798	739.5
drug_309	787.5	815.5	857.5	808.5	679.5	739.5
drug_31	-618	-663	544.5	-510.5	-580.5	800.5
drug_310	-483.5	629	-743	634.5	737.5	-476
drug_311	806	847	880	822	930.5	899
drug_312	806	847	880	822	821	899
drug_313	806	847	880	822	819	899
drug_314	787.5	815.5	857.5	808.5	806	739.5
drug_315	787.5	815.5	857.5	808.5	806	739.5
drug_316	-483.5	629	-743	634.5	626	-476
drug_317	776	840	875.5	843.5	845.5	725
drug_318	787.5	815.5	857.5	808.5	627.5	739.5
drug_319	802.5	863.5	887.5	851.5	762.5	810.5
drug_32	570.5	-693	663.5	607	-743.5	646
drug_320	916.5	941.5	1049	1008	708.5	-677
drug_321	886.5	953.5	1067	946	728	697.5
drug_322	959.5	1033	1049	1008	927.5	-634.5
drug_323	916.5	941.5	1049	1008	708.5	-677
drug_324	916.5	941.5	1049	1008	760.5	-677
drug_325	959.5	1033	1049	1008	1089	-544.5
drug_326	916.5	941.5	1049	1008	892.5	-677
drug_327	916.5	941.5	1049	1008	1053.5	-677
drug_328	916.5	941.5	1049	1008	887	-677
drug_329	-664.5	-705.5	-752	765	-656.5	-601
drug_33	570.5	675.5	702	572.5	697	626.5
drug_330	959.5	1033	1049	1008	1034	-634.5
drug_331	825	547	475.5	912.5	913.5	644.5
drug_332	916.5	941.5	1049	1008	892.5	-677
drug_333	886.5	953.5	1067	946	1023.5	697.5
drug_334	916.5	941.5	1049	1008	756	-677
drug_335	-664.5	-705.5	-752	765	-839	-601
drug_336	916.5	941.5	1049	1008	887	-677
drug_337	886.5	953.5	1067	946	906.5	697.5
drug_338	916.5	941.5	1049	1008	760.5	-677
drug_339	886.5	953.5	1067	946	1018	697.5
drug_34	570.5	-693	663.5	607	-743.5	646
drug_340	916.5	941.5	1049	1008	887	-677
drug_341	886.5	953.5	1067	946	1018	697.5
drug_342	1090.5	666.5	-612	1135	947.5	1112
drug_343	-664.5	-705.5	-752	765	-659.5	-601
drug_344	701.5	734.5	738	776	-845	-462.5
drug_345	916.5	941.5	1049	1008	1004	-677
drug_346	959.5	1033	1049	1008	1034	-634.5
drug_347	-664.5	-705.5	-752	765	-838	-601
drug_348	959.5	1033	1049	1008	1034	-634.5
drug_349	-901	-843	825	-899	827.5	-873
drug_35	-618	-663	544.5	-510.5	641.5	800.5
drug_350	-901	-843	825	-899	-938	-873
drug_351	772.5	589.5	809.5	781.5	829.5	888.5
drug_352	-743	-729	630.5	-816	540.5	-746.5
drug_353	-890.5	-722.5	807.5	-866.5	813.5	907.5
drug_354	-901	-843	825	-899	-757.5	-873
drug_355	-901	-843	825	-899	827.5	-873
drug_356	1030	509	-539.5	1102.5	1088.5	1105.5
drug_357	-776.5	-781.5	-802.5	-858.5	742	-608.5
drug_358	-895	-871	-821.5	-911.5	835	-813.5
drug_359	-887	-823	-780.5	-874	-728.5	-859.5
drug_36	-618	-663	544.5	-510.5	-580.5	800.5
drug_360	-853.5	-814.5	-720.5	-829.5	-779.5	-876.5
drug_361	-901	-843	825	-899	-757.5	-873
drug_362	771	711	831.5	787.5	794.5	826.5
drug_363	-901	-843	825	-899	824	-873
drug_364	-887	-823	-780.5	-874	-730.5	-859.5
drug_365	-895	-871	-821.5	-911.5	-791	-813.5
drug_366	814	719	832.5	862.5	900	-877.5
drug_367	-895	-871	-821.5	-911.5	-626.5	-813.5
drug_368	-776.5	-781.5	-802.5	-858.5	742	-608.5
drug_369	-890.5	-722.5	807.5	-866.5	-694.5	907.5
drug_37	570.5	-693	663.5	607	-930	646
drug_370	-895	-871	-821.5	-911.5	835	-813.5
drug_371	-890.5	-722.5	807.5	-866.5	-876	907.5
drug_372	-835.5	719	821	873	839.5	896
