ad	density	cc	spath	eigencentr	betwcentr
drug_380	-610.5	-847.5	-897.5	-723.5	706.5	727.5
drug_381	-610.5	-847.5	-897.5	-723.5	-930	-642.5
drug_382	-713	-722	-552	-815	-830.5	-807
drug_383	-713	-722	583.5	-815	-850	-807
drug_384	-713	-722	583.5	-815	-981	-807
drug_385	944.5	-781	-674.5	943.5	919.5	1085.5
drug_386	-713	-722	583.5	-815	-850	-807
drug_387	-713	-722	583.5	-815	-819.5	-807
drug_388	-713	-722	583.5	-815	-830.5	-807
drug_389	-713	-722	583.5	-815	-1058	-807
drug_39	-465.5	437	-512	370	-780.5	-866
drug_390	-713	-722	-552	-815	-1077.5	-807
drug_391	-713	-722	-552	-815	-830.5	-807
drug_392	-610.5	-847.5	-897.5	-723.5	-757.5	727.5
drug_393	-713	-722	-552	-815	-1095	-807
drug_394	-713	-722	583.5	-815	-1058	-807
drug_395	-610.5	-847.5	-897.5	-723.5	-908	-642.5
drug_396	496	549	465	491	-932.5	-857
drug_397	-713	-722	583.5	-815	-850	-807
drug_398	-610.5	-847.5	-897.5	-723.5	-670	727.5
drug_399	-713	-722	-552	-815	-1095	-807
drug_4	-610.5	-847.5	-897.5	-723.5	895.5	-642.5
drug_40	799	651	645	659	712	741
drug_400	-713	-722	583.5	-815	-830.5	-807
drug_401	-997	-1053	-1153.5	-826.5	-1085	-1277.5
drug_402	-713	-722	583.5	-815	-724	-807
drug_403	-713	-722	-552	-815	-1095	-807
drug_404	-713	-722	583.5	-815	-697.5	-807
drug_405	-713	-722	-552	-815	-992	-807
drug_406	-713	-722	-552	-815	-841.5	-807
drug_407	997	1191	1198	1152.5	1122	-598
drug_408	997	1191	1198	1152.5	1073	-598
drug_409	1063.5	1050.5	1042	1027	889.5	-598
drug_41	-465.5	437	-512	370	-630	-866
drug_410	-881.5	-1101.5	-1163.5	-975.5	-1142.5	-885.5
drug_411	1063.5	1050.5	1042	1027	860	-598
drug_412	997	1191	1198	1152.5	1162.5	-598
drug_413	997	1191	1198	1152.5	1104.5	-598
drug_414	997	1191	1198	1152.5	1141.5	-598
drug_415	-881.5	-1101.5	-1163.5	-975.5	-1069.5	-885.5
drug_416	1063.5	1050.5	1042	1027	889.5	-598
drug_417	1063.5	1050.5	1042	1027	845.5	-598
drug_418	1063.5	1050.5	1042	1027	882.5	-598
drug_419	997	1191	1198	1152.5	1188.5	-598
drug_42	807	954	845.5	-880	1059	923.5
drug_420	-881.5	-1101.5	-1163.5	-975.5	-1027.5	-885.5
drug_421	997	1191	1198	1152.5	1122	-598
drug_422	1063.5	1050.5	1042	1027	855.5	-598
drug_423	1063.5	1050.5	1042	1027	889.5	-598
drug_424	1063.5	1050.5	1042	1027	853	-598
