Name	Score	Rank
drug_186	drug_186	0.327057149337815	295.5
drug_200	drug_200	0.327057149337815	295.5
drug_203	drug_203	0.47485537397913	297
drug_11	drug_11	0.512871171949196	301
drug_16	drug_16	0.512871171949196	301
drug_17	drug_17	0.512871171949196	301
drug_18	drug_18	0.512871171949196	301
drug_24	drug_24	0.512871171949196	301
drug_6	drug_6	0.512871171949196	301
drug_7	drug_7	0.512871171949196	301
drug_12	drug_12	0.556648395075057	305.5
drug_23	drug_23	0.556648395075057	305.5
drug_56	drug_56	0.579824892016419	307
drug_14	drug_14	0.601658172004975	308
drug_124	drug_124	0.633559584617615	309.5
drug_65	drug_65	0.633559584617615	309.5
drug_134	drug_134	0.691381547277673	317
drug_137	drug_137	0.691381547277673	317
drug_202	drug_202	0.691381547277673	317
drug_204	drug_204	0.691381547277673	317
drug_210	drug_210	0.691381547277673	317
drug_211	drug_211	0.691381547277673	317
drug_216	drug_216	0.691381547277673	317
drug_224	drug_224	0.691381547277673	317
drug_472	drug_472	0.691381547277673	317
drug_54	drug_54	0.691381547277673	317
drug_55	drug_55	0.691381547277673	317
drug_57	drug_57	0.691381547277673	317
drug_63	drug_63	0.691381547277673	317
drug_191	drug_191	0.743485853764919	324
drug_176	drug_176	0.750087869136247	325.5
drug_352	drug_352	0.750087869136247	325.5
drug_397	drug_397	0.751427121123118	328.5
drug_64	drug_64	0.751427121123118	328.5
drug_66	drug_66	0.751427121123118	328.5
drug_73	drug_73	0.751427121123118	328.5
drug_365	drug_365	0.777665469765201	331
drug_183	drug_183	0.779667486521167	335.5
drug_188	drug_188	0.779667486521167	335.5
drug_192	drug_192	0.779667486521167	335.5
drug_197	drug_197	0.779667486521167	335.5
drug_350	drug_350	0.779667486521167	335.5
drug_351	drug_351	0.779667486521167	335.5
drug_356	drug_356	0.779667486521167	335.5
drug_378	drug_378	0.779667486521167	335.5
drug_354	drug_354	0.781435188583267	340.5
drug_361	drug_361	0.781435188583267	340.5
drug_36	drug_36	0.817867455512693	342
drug_112	drug_112	0.869436031427471	347
drug_120	drug_120	0.869436031427471	347
drug_130	drug_130	0.869436031427471	347
drug_226	drug_226	0.869436031427471	347
drug_49	drug_49	0.869436031427471	347
drug_61	drug_61	0.869436031427471	347
drug_67	drug_67	0.869436031427471	347
drug_70	drug_70	0.869436031427471	347
drug_79	drug_79	0.869436031427471	347
drug_33	drug_33	0.894311791583565	352
drug_173	drug_173	0.906802303439854	353
drug_196	drug_196	0.968607224136025	354
drug_100	drug_100	1	425.5
drug_101	drug_101	1	425.5
drug_102	drug_102	1	425.5
drug_103	drug_103	1	425.5
drug_104	drug_104	1	425.5
drug_105	drug_105	1	425.5
drug_106	drug_106	1	425.5
drug_107	drug_107	1	425.5
drug_108	drug_108	1	425.5
drug_109	drug_109	1	425.5
drug_143	drug_143	1	425.5
drug_144	drug_144	1	425.5
drug_146	drug_146	1	425.5
drug_149	drug_149	1	425.5
drug_152	drug_152	1	425.5
drug_153	drug_153	1	425.5
drug_154	drug_154	1	425.5
drug_159	drug_159	1	425.5
drug_161	drug_161	1	425.5
drug_164	drug_164	1	425.5
drug_185	drug_185	1	425.5
drug_231	drug_231	1	425.5
drug_234	drug_234	1	425.5
drug_238	drug_238	1	425.5
drug_239	drug_239	1	425.5
drug_240	drug_240	1	425.5
drug_242	drug_242	1	425.5
drug_243	drug_243	1	425.5
drug_244	drug_244	1	425.5
drug_245	drug_245	1	425.5
drug_247	drug_247	1	425.5
drug_248	drug_248	1	425.5
drug_25	drug_25	1	425.5
drug_250	drug_250	1	425.5
drug_251	drug_251	1	425.5
drug_252	drug_252	1	425.5
drug_253	drug_253	1	425.5
drug_255	drug_255	1	425.5
drug_258	drug_258	1	425.5
drug_26	drug_26	1	425.5
drug_27	drug_27	1	425.5
drug_28	drug_28	1	425.5
drug_29	drug_29	1	425.5
drug_291	drug_291	1	425.5
drug_307	drug_307	1	425.5
drug_31	drug_31	1	425.5
drug_313	drug_313	1	425.5
drug_317	drug_317	1	425.5
drug_319	drug_319	1	425.5
drug_320	drug_320	1	425.5
drug_321	drug_321	1	425.5
drug_323	drug_323	1	425.5
drug_324	drug_324	1	425.5
drug_325	drug_325	1	425.5
drug_326	drug_326	1	425.5
drug_327	drug_327	1	425.5
drug_328	drug_328	1	425.5
drug_331	drug_331	1	425.5
drug_333	drug_333	1	425.5
drug_334	drug_334	1	425.5
drug_335	drug_335	1	425.5
drug_337	drug_337	1	425.5
drug_338	drug_338	1	425.5
drug_339	drug_339	1	425.5
drug_34	drug_34	1	425.5
drug_340	drug_340	1	425.5
drug_341	drug_341	1	425.5
drug_343	drug_343	1	425.5
drug_344	drug_344	1	425.5
drug_345	drug_345	1	425.5
drug_346	drug_346	1	425.5
drug_347	drug_347	1	425.5
drug_348	drug_348	1	425.5
drug_35	drug_35	1	425.5
drug_360	drug_360	1	425.5
drug_363	drug_363	1	425.5
drug_37	drug_37	1	425.5
drug_377	drug_377	1	425.5
drug_38	drug_38	1	425.5
drug_380	drug_380	1	425.5
drug_382	drug_382	1	425.5
drug_386	drug_386	1	425.5
drug_388	drug_388	1	425.5
drug_39	drug_39	1	425.5
drug_392	drug_392	1	425.5
drug_396	drug_396	1	425.5
drug_399	drug_399	1	425.5
drug_40	drug_40	1	425.5
