Name	Score	Rank
drug_64	drug_64	1	385
drug_66	drug_66	1	385
drug_67	drug_67	1	385
drug_71	drug_71	1	385
drug_73	drug_73	1	385
drug_74	drug_74	1	385
drug_76	drug_76	1	385
drug_79	drug_79	1	385
drug_8	drug_8	1	385
drug_80	drug_80	1	385
drug_83	drug_83	1	385
drug_84	drug_84	1	385
drug_85	drug_85	1	385
drug_86	drug_86	1	385
drug_88	drug_88	1	385
drug_89	drug_89	1	385
drug_9	drug_9	1	385
drug_93	drug_93	1	385
drug_94	drug_94	1	385
drug_95	drug_95	1	385
drug_99	drug_99	1	385
