ad	density	cc	spath	eigencentr	betwcentr
drug_240	-831	-1007	-1105	-970	1020.5	-735
drug_241	-831	-752.5	-993.5	-711.5	-1020.5	-483.5
drug_242	-831	686	-817	-526	678	955
drug_243	-831	-841	-921	-818.5	-769.5	-606
drug_244	-831	-774.5	-860.5	-744.5	-940.5	-505.5
drug_245	-831	698	-697	708.5	-819.5	1046
drug_246	-831	-841	-921	-818.5	-922	-606
drug_247	-831	-841	-921	-818.5	-754.5	-606
drug_248	-831	-841	-921	-818.5	-954.5	-606
drug_249	-831	-841	-921	-818.5	-833.5	-606
drug_25	-831	-623.5	-752	-620	-810	-456
drug_250	-831	-1074	979	-1051	-1170.5	936
drug_251	-831	-1007	-1105	-970	-1134.5	-735
drug_252	-831	-1007	-1105	-970	-1107.5	-735
drug_253	-831	-1007	-1105	-970	-1202.5	-735
drug_254	-831	-841	-921	-818.5	-851	-606
drug_255	-831	-841	-921	-818.5	-763.5	-606
drug_256	-831	-841	-921	-818.5	-851	-606
drug_257	-831	-1007	-1105	-970	-1157	-735
drug_258	-831	921	-957	895.5	828	743
drug_259	-831	882.5	-1007.5	861.5	933	595.5
drug_26	-831	677.5	-688	682	-593	573
drug_260	-831	-841	-921	-818.5	-754.5	-606
drug_261	-831	-841	-921	-818.5	-954.5	-606
drug_262	-831	-659	-695	-663	-584.5	-549
drug_263	-831	638	-763.5	646.5	-737.5	469.5
drug_264	-831	-841	-921	-818.5	-1017	-606
drug_265	-831	-841	-921	-818.5	-922	-606
drug_266	-831	-841	-921	-818.5	-1017	-606
drug_267	-831	-841	-921	-818.5	-769.5	-606
drug_268	-831	-841	-921	-818.5	-954.5	-606
drug_269	-831	930.5	-879.5	906.5	-796.5	763.5
drug_27	-831	-841	-921	-818.5	-802	-606
drug_270	-831	882.5	-1007.5	861.5	1135	595.5
drug_271	-831	-590	-681	-360.5	-585.5	-880
drug_272	-831	722	933	-583.5	871	1020
drug_273	-831	-841	-921	-818.5	-1077.5	-606
drug_274	-831	-841	-921	-818.5	-1004.5	-606
drug_275	-831	-1078.5	-830.5	-1040.5	-1011.5	-831.5
drug_276	-831	-841	-921	-818.5	-1032	-606
drug_277	-831	-1007	-1105	-970	-1263	-735
drug_278	-831	-841	-921	-818.5	-851	-606
drug_279	-831	-1078.5	-830.5	-1040.5	-851.5	-831.5
drug_28	-831	-841	-921	-818.5	-1135	-606
drug_280	-831	-1007	-1105	-970	-940	-735
drug_281	-831	-1007	-1105	-970	-1302	-735
drug_282	-831	-841	-921	-818.5	-969.5	-606
drug_283	-831	-1078.5	-830.5	-1040.5	-946.5	-831.5
drug_284	-831	-841	-921	-818.5	-851	-606
drug_285	-831	-623.5	-710	-645	793	603
drug_286	-831	-841	-921	-818.5	-851	-606
drug_287	-831	638	-763.5	646.5	703	469.5
drug_288	-831	-841	-921	-818.5	-922	-606
drug_289	-831	954	-776	944	1169	942
drug_29	-831	-623.5	-752	-620	-810	-456
drug_290	-831	898.5	898.5	901	866	822.5
drug_291	-831	939	716	937	1130	797
drug_292	-831	736.5	884.5	820.5	-770.5	786.5
drug_293	-831	898.5	898.5	901	775.5	822.5
drug_294	-831	882.5	-1007.5	861.5	1137	595.5
drug_295	-831	677.5	-712	682	569.5	558
drug_296	-831	-1138	-1156	-1124.5	-1175	-1036
drug_297	-831	-1185	-1190	-1160	-1305	-1014
drug_298	-831	736.5	884.5	820.5	-601	786.5
drug_299	-831	988.5	1007.5	970.5	-1094	914.5
drug_3	-831	1068.5	1025.5	1061	1164	959.5
drug_30	-831	-841	-921	-818.5	-1032	-606
drug_300	-831	736.5	884.5	820.5	-863.5	786.5
drug_301	-831	1054.5	944	1056.5	1130.5	940
drug_302	-831	736.5	884.5	820.5	-861.5	786.5
drug_303	-831	-893	-839	-919	-898.5	-862
drug_304	-831	939	716	937	986	797
drug_305	-831	703	649.5	719	863	616.5
drug_306	-831	939	716	937	766	797
drug_307	-831	736.5	884.5	820.5	755.5	786.5
drug_308	-831	1038.5	1016.5	1026.5	1116	962.5
drug_309	-831	898.5	898.5	901	778.5	822.5
drug_31	-831	-774.5	919	-772.5	-873	-781
drug_310	-831	655.5	623.5	664.5	840	582.5
drug_311	-831	898.5	898.5	901	923	822.5
drug_312	-831	736.5	884.5	820.5	917	786.5
drug_313	-831	655.5	623.5	664.5	895	582.5
drug_314	-831	-841	-921	-818.5	-1032	-606
drug_315	-831	867	720	869.5	873	751
drug_316	-831	703	649.5	719	774.5	616.5
drug_317	-831	921	-957	895.5	1028.5	743
drug_318	-831	988.5	1007.5	970.5	894.5	914.5
drug_319	-831	1038.5	1016.5	1026.5	911	962.5
drug_32	-831	-623.5	-752	-620	-654.5	-456
drug_320	-831	-1120.5	-877	-1119	-1144.5	-1053
drug_321	-831	-805	-699	-872	-605	-815
drug_322	-831	-949.5	-681	-1051	591	-1008
drug_323	-831	-1087	-854	-1064.5	-835.5	-992
drug_324	-831	-1059.5	-761	-1060	-704.5	-1033
drug_325	-831	-949.5	-681	-1051	-722	-1008
drug_326	-831	-1087	-854	-1064.5	-927	-992
drug_327	-831	-933	-721	-1027	-847.5	-950
